id_votacao,id_parlamentar,voto
5971,4981,LS
5971,5982,Sim
5971,945,Sim
5971,5967,Não
5971,5529,Sim
5971,NA,Não
5971,5990,Não
5971,470,Não
5971,5973,Sim
5971,739,Não
5971,475,Sim
5971,5998,Sim
5971,5537,Não
5971,3830,Presidente (art. 51 RISF)
5971,4994,Sim
5971,5976,Sim
5971,3777,Não
5971,5718,Sim
5971,5531,Não
5971,22,Sim
5971,5953,Sim
5971,5540,Não
5971,345,Sim
5971,5894,Não
5971,5008,Sim
5971,5385,AP
5971,4770,Não
5971,35,AP
5971,581,Sim
5971,4545,Sim
5971,4531,Sim
5971,5627,Sim
5971,5895,Sim
5971,5350,Não
5971,NA,Sim
5971,90,Sim
5971,1249,Sim
5971,5533,Não
5971,5979,Sim
5971,5926,Não
5971,1186,Não
5971,5585,Não
5971,5557,Não
5971,5376,Sim
5971,742,Sim
5971,285,Não
5971,5942,Não
5971,5422,Não
5971,1023,P-NRV
5971,6027,Sim
5971,5985,Não
5971,5525,Sim
5971,5924,Sim
5971,5523,Sim
5971,825,Sim
5971,374,Sim
5971,5502,Sim
5971,5012,Sim
5971,5236,Sim
5971,70,Sim
5971,677,Não
5971,5905,Sim
5971,5732,Sim
5971,5352,Sim
5971,5322,Sim
5971,2331,Sim
5971,4560,P-NRV
5971,5527,Sim
5971,5988,Não
5971,5959,Sim
5971,3396,Sim
5971,5535,Não
5971,5899,Não
5971,5748,Sim
5971,1173,Sim
5971,5411,Sim
5971,5783,Sim
5971,3806,Não
6082,4981,Sim
6082,5982,Sim
6082,945,Sim
6082,5967,Sim
6082,5529,Presidente (art. 51 RISF)
6082,NA,Sim
6082,5990,Sim
6082,470,Sim
6082,739,Sim
6082,475,Sim
6082,5998,Sim
6082,5537,Sim
6082,3830,Impedido (art.306 RISF)
6082,4994,Sim
6082,5976,Sim
6082,3777,Sim
6082,5718,Sim
6082,5531,Sim
6082,22,Sim
6082,5953,Sim
6082,5540,Sim
6082,4525,Sim
6082,345,Sim
6082,5894,Sim
6082,5008,Sim
6082,5385,Sim
6082,4770,Sim
6082,35,Sim
6082,581,Sim
6082,4545,Sim
6082,4531,Sim
6082,5627,Sim
6082,5895,Sim
6082,5350,Sim
6082,90,Sim
6082,NA,Impedido (art.306 RISF)
6082,5533,Sim
6082,5979,Sim
6082,1186,Sim
6082,5585,Sim
6082,5557,Sim
6082,5376,Sim
6082,742,Sim
6082,285,Sim
6082,5942,Sim
6082,5422,Sim
6082,1023,Sim
6082,6027,Sim
6082,5985,Impedido (art.306 RISF)
6082,5525,Sim
6082,5924,Sim
6082,5523,Sim
6082,825,Sim
6082,374,Sim
6082,5502,Sim
6082,5012,Sim
6082,5236,Sim
6082,70,Sim
6082,677,Sim
6082,5905,Sim
6082,5732,Sim
6082,5352,Sim
6082,5322,Sim
6082,4560,Impedido (art.306 RISF)
6082,5527,Sim
6082,5988,Sim
6082,5959,Sim
6082,3396,Sim
6082,5535,Sim
6082,5899,Impedido (art.306 RISF)
6082,5748,Sim
6082,1173,Sim
6082,5411,Sim
6082,5783,Sim
6082,3806,Sim
6121,4981,Sim
6121,5982,Sim
6121,945,Sim
6121,5967,Sim
6121,5529,Sim
6121,NA,Sim
6121,6295,Sim
6121,5990,Sim
6121,470,Sim
6121,5973,Abstenção
6121,739,Sim
6121,475,Sim
6121,5998,Sim
6121,5537,Sim
6121,3830,P-NRV
6121,4994,Sim
6121,5976,Sim
6121,3777,Sim
6121,5718,Sim
6121,5531,Sim
6121,22,Sim
6121,5953,Sim
6121,5540,Sim
6121,4525,Sim
6121,345,Sim
6121,5894,P-NRV
6121,5008,Sim
6121,5385,P-NRV
6121,4770,Sim
6121,35,NCom
6121,581,Sim
6121,4545,Sim
6121,4531,Sim
6121,5627,Sim
6121,5895,Sim
6121,5350,Sim
6121,90,Sim
6121,1249,Sim
6121,5533,Sim
6121,5979,Sim
6121,5926,Sim
6121,1186,Sim
6121,5585,Sim
6121,5557,Sim
6121,5376,LS
6121,742,Sim
6121,285,Sim
6121,5942,Sim
6121,5422,Sim
6121,1023,Sim
6121,6027,Sim
6121,5985,Sim
6121,5525,Sim
6121,5924,Sim
6121,5523,Sim
6121,825,Sim
6121,374,Sim
6121,5502,Sim
6121,5012,Sim
6121,5236,Sim
6121,70,Sim
6121,677,Sim
6121,5905,Sim
6121,5732,Sim
6121,5352,Sim
6121,5322,Sim
6121,2331,Sim
6121,4560,Sim
6121,5527,Sim
6121,5988,Sim
6121,5959,Sim
6121,3396,Sim
6121,5535,Sim
6121,5899,Sim
6121,5748,Sim
6121,1173,Sim
6121,5411,Presidente (art. 51 RISF)
6121,5783,Sim
6121,3806,Sim
6144,4981,Sim
6144,5982,Sim
6144,945,Sim
6144,5967,Sim
6144,5529,Sim
6144,NA,Sim
6144,6295,Sim
6144,5990,Sim
6144,470,Sim
6144,5973,Sim
6144,739,Sim
6144,475,Sim
6144,5998,Sim
6144,5537,Sim
6144,3830,Presidente (art. 51 RISF)
6144,4994,Sim
6144,5976,Sim
6144,3777,Sim
6144,5718,Não
6144,5531,Sim
6144,22,Sim
6144,5953,Sim
6144,5540,Sim
6144,4525,Sim
6144,345,Sim
6144,5894,Sim
6144,5008,Não
6144,5385,Sim
6144,4770,Sim
6144,35,Sim
6144,581,Não
6144,4545,Sim
6144,4531,Sim
6144,5627,Não
6144,5895,Sim
6144,5350,Sim
6144,90,Sim
6144,1249,Sim
6144,5533,Sim
6144,5979,Sim
6144,5926,Sim
6144,1186,Sim
6144,5585,Sim
6144,5557,Sim
6144,5376,LS
6144,742,Sim
6144,285,Sim
6144,5942,Sim
6144,5422,Sim
6144,1023,Sim
6144,6027,Não
6144,5985,Sim
6144,5525,Sim
6144,5924,Sim
6144,5523,Sim
6144,825,Não
6144,374,Não
6144,5502,Sim
6144,5012,Não
6144,5236,Sim
6144,70,AP
6144,677,Sim
6144,5905,Sim
6144,5732,Sim
6144,5352,Não
6144,5322,Sim
6144,2331,Sim
6144,4560,Não
6144,5527,Sim
6144,5988,Sim
6144,5959,Sim
6144,3396,Sim
6144,5535,Sim
6144,5899,Sim
6144,5748,Não
6144,1173,Sim
6144,5411,Não
6144,5783,Não
6144,3806,Sim
6257,4981,Sim
6257,5982,Sim
6257,945,Sim
6257,5967,Sim
6257,5529,Presidente (art. 51 RISF)
6257,6295,Sim
6257,5936,Sim
6257,5990,Sim
6257,5973,Sim
6257,739,Sim
6257,475,Sim
6257,5537,Sim
6257,3830,AP
6257,NA,Sim
6257,4994,AP
6257,5976,Sim
6257,3777,Sim
6257,5718,NCom
6257,5531,Sim
6257,22,Sim
6257,5953,Sim
6257,5540,Sim
6257,4525,Sim
6257,345,Sim
6257,5894,Não
6257,5008,Sim
6257,5385,Sim
6257,4770,Sim
6257,35,AP
6257,581,Sim
6257,4545,Sim
6257,4531,Sim
6257,5627,Sim
6257,5895,Sim
6257,5350,Sim
6257,NA,LS
6257,90,Sim
6257,1249,Sim
6257,5533,Sim
6257,5979,Sim
6257,5926,Sim
6257,1186,Sim
6257,5585,Sim
6257,5557,AP
6257,5376,Sim
6257,742,Sim
6257,285,Sim
6257,5942,Sim
6257,5422,Sim
6257,1023,Sim
6257,6027,Sim
6257,5985,Sim
6257,5525,Sim
6257,5924,Sim
6257,5523,Sim
6257,825,Sim
6257,374,Sim
6257,5502,Sim
6257,5012,Sim
6257,5236,Sim
6257,70,Sim
6257,677,Sim
6257,5905,Sim
6257,5732,Sim
6257,5352,Sim
6257,5322,Sim
6257,2331,Sim
6257,4560,Sim
6257,5527,Sim
6257,5988,Não
6257,5959,Sim
6257,3396,Sim
6257,5535,NCom
6257,5899,Sim
6257,1173,Sim
6257,5411,Sim
6257,5783,Sim
6257,3806,Não
6264,4981,Não
6264,5982,P-NRV
6264,945,P-NRV
6264,5967,Não
6264,5529,Não
6264,6295,Não
6264,5936,Não
6264,5990,Não
6264,5973,P-NRV
6264,739,Não
6264,475,Não
6264,5537,Não
6264,3830,Presidente (art. 51 RISF)
6264,NA,Não
6264,4994,P-NRV
6264,5976,Sim
6264,3777,P-NRV
6264,5718,NCom
6264,5531,P-NRV
6264,22,Sim
6264,5953,Sim
6264,5540,Não
6264,4525,Não
6264,345,Sim
6264,5894,Não
6264,5008,Sim
6264,5385,Não
6264,4770,Não
6264,35,P-NRV
6264,581,Sim
6264,4545,Sim
6264,4531,Não
6264,5627,Sim
6264,5895,Não
6264,5350,Não
6264,NA,LS
6264,90,Sim
6264,1249,Não
6264,5533,Sim
6264,5979,Sim
6264,5926,Não
6264,1186,Não
6264,5585,P-NRV
6264,5557,P-NRV
6264,NA,P-NRV
6264,5376,Sim
6264,742,Não
6264,285,AP
6264,5942,AP
6264,5422,Não
6264,1023,P-NRV
6264,6027,Não
6264,5985,P-NRV
6264,NA,AP
6264,5525,P-NRV
6264,5924,Sim
6264,5523,Não
6264,825,Sim
6264,374,Sim
6264,5502,P-NRV
6264,5012,Sim
6264,5236,Sim
6264,70,P-NRV
6264,677,Não
6264,5905,Não
6264,5732,Não
6264,5352,Sim
6264,5322,P-NRV
6264,2331,Não
6264,4560,P-NRV
6264,5527,P-NRV
6264,5988,Não
6264,5959,Sim
6264,3396,Não
6264,5535,NCom
6264,5899,Não
6264,1173,Não
6264,5411,Não
6264,5783,Sim
6264,3806,Não
6272,4981,Sim
6272,5982,Sim
6272,945,Sim
6272,5967,Sim
6272,5529,Sim
6272,6295,Sim
6272,5936,Sim
6272,5990,Sim
6272,5973,Sim
6272,739,Sim
6272,475,Sim
6272,5998,Sim
6272,5537,Sim
6272,3830,Sim
6272,4994,Sim
6272,5976,Sim
6272,3777,Sim
6272,5718,Sim
6272,5531,Sim
6272,22,Sim
6272,5953,Sim
6272,5540,Sim
6272,4525,P-NRV
6272,345,Sim
6272,5894,P-NRV
6272,5008,P-NRV
6272,5385,Sim
6272,4770,P-NRV
6272,35,AP
6272,581,Sim
6272,4545,Sim
6272,4531,Sim
6272,5627,Sim
6272,5895,Sim
6272,5350,Sim
6272,90,Sim
6272,1249,Sim
6272,5533,Sim
6272,5979,Sim
6272,5926,Sim
6272,1186,Sim
6272,5585,Sim
6272,5557,AP
6272,NA,P-NRV
6272,5376,Sim
6272,742,Sim
6272,285,Sim
6272,5942,Sim
6272,5422,Sim
6272,1023,Sim
6272,6027,Sim
6272,5985,Sim
6272,5281,Sim
6272,5525,Sim
6272,5924,Sim
6272,5523,Sim
6272,825,Sim
6272,374,Sim
6272,5502,Sim
6272,5012,Sim
6272,5236,Sim
6272,70,Sim
6272,677,Sim
6272,5905,Sim
6272,5732,Presidente (art. 51 RISF)
6272,5352,Sim
6272,5322,Sim
6272,2331,Sim
6272,4560,Sim
6272,5527,Sim
6272,5988,Sim
6272,5959,Sim
6272,3396,Sim
6272,5535,Sim
6272,5899,Sim
6272,5748,AP
6272,1173,Sim
6272,5411,Sim
6272,5783,Sim
6272,3806,Sim
6273,4981,Sim
6273,5982,Sim
6273,945,P-NRV
6273,5967,Sim
6273,5529,Sim
6273,6295,Sim
6273,5936,Sim
6273,5990,Sim
6273,5973,Sim
6273,739,Sim
6273,475,Sim
6273,5998,Sim
6273,5537,P-NRV
6273,3830,Sim
6273,4994,Sim
6273,5976,Sim
6273,3777,Sim
6273,5718,Sim
6273,5531,Sim
6273,22,Sim
6273,5953,Sim
6273,5540,Sim
6273,4525,Sim
6273,345,Sim
6273,5894,Sim
6273,5008,Sim
6273,5385,AP
6273,4770,Sim
6273,35,AP
6273,581,Sim
6273,4545,Sim
6273,4531,Sim
6273,5627,Sim
6273,5895,Sim
6273,5350,Sim
6273,90,Sim
6273,1249,Sim
6273,5533,Sim
6273,5979,Sim
6273,5926,P-NRV
6273,1186,P-NRV
6273,5585,Sim
6273,5557,AP
6273,NA,Sim
6273,5376,Sim
6273,742,Sim
6273,285,Sim
6273,5942,Sim
6273,5422,Sim
6273,1023,P-NRV
6273,6027,Sim
6273,5985,Sim
6273,5281,Sim
6273,5525,Sim
6273,5924,P-NRV
6273,5523,P-NRV
6273,825,Sim
6273,374,Sim
6273,5502,Sim
6273,5012,Sim
6273,5236,Sim
6273,70,Sim
6273,677,Sim
6273,5905,Sim
6273,5732,Presidente (art. 51 RISF)
6273,5352,Sim
6273,5322,Sim
6273,2331,Sim
6273,4560,P-NRV
6273,5527,Sim
6273,5988,Sim
6273,5959,Sim
6273,3396,Sim
6273,5535,Sim
6273,5899,Sim
6273,5748,AP
6273,1173,P-NRV
6273,5411,Sim
6273,5783,Sim
6273,3806,Sim
6274,4981,Sim
6274,5982,Sim
6274,945,Sim
6274,5967,Sim
6274,5529,Sim
6274,6295,Sim
6274,5936,Sim
6274,5990,Sim
6274,5973,Sim
6274,739,Sim
6274,475,Sim
6274,5998,Sim
6274,5537,Sim
6274,3830,Sim
6274,4994,Sim
6274,5976,Sim
6274,3777,Sim
6274,5718,Sim
6274,5531,Sim
6274,22,Sim
6274,5953,Sim
6274,5540,Sim
6274,4525,P-NRV
6274,345,Sim
6274,5894,P-NRV
6274,5008,P-NRV
6274,5385,AP
6274,4770,Sim
6274,35,AP
6274,581,Sim
6274,4545,Sim
6274,4531,Sim
6274,5627,Sim
6274,5895,Sim
6274,5350,Sim
6274,90,Sim
6274,1249,Sim
6274,5533,Sim
6274,5979,Sim
6274,5926,Sim
6274,1186,Sim
6274,5585,Sim
6274,5557,AP
6274,NA,P-NRV
6274,5376,Sim
6274,742,Sim
6274,285,Sim
6274,5942,Sim
6274,5422,Sim
6274,1023,Sim
6274,6027,Sim
6274,5985,Sim
6274,5281,Sim
6274,5525,Sim
6274,5924,Sim
6274,5523,Sim
6274,825,Sim
6274,374,Sim
6274,5502,Sim
6274,5012,Sim
6274,5236,Sim
6274,70,Sim
6274,677,Sim
6274,5905,Sim
6274,5732,Presidente (art. 51 RISF)
6274,5352,Sim
6274,5322,Sim
6274,2331,Sim
6274,4560,Sim
6274,5527,Sim
6274,5988,Sim
6274,5959,Sim
6274,3396,Sim
6274,5535,Sim
6274,5899,Sim
6274,5748,AP
6274,1173,Sim
6274,5411,Sim
6274,5783,Sim
6274,3806,Sim
6275,4981,Sim
6275,5982,Sim
6275,945,P-NRV
6275,5967,Sim
6275,5529,Sim
6275,6295,Sim
6275,5936,Sim
6275,5990,Sim
6275,5973,Sim
6275,739,Sim
6275,475,Sim
6275,5998,Sim
6275,5537,P-NRV
6275,3830,Sim
6275,4994,Sim
6275,5976,Sim
6275,3777,Sim
6275,5718,Sim
6275,5531,Sim
6275,22,Sim
6275,5953,Sim
6275,5540,Sim
6275,4525,Sim
6275,345,Sim
6275,5894,Sim
6275,5008,Sim
6275,5385,AP
6275,4770,Sim
6275,35,AP
6275,581,Sim
6275,4545,Sim
6275,4531,Sim
6275,5627,Sim
6275,5895,Sim
6275,5350,Sim
6275,90,Sim
6275,1249,Sim
6275,5533,Sim
6275,5979,Sim
6275,5926,P-NRV
6275,1186,P-NRV
6275,5585,Sim
6275,5557,AP
6275,NA,Sim
6275,5376,Sim
6275,742,Sim
6275,285,Sim
6275,5942,Sim
6275,5422,Sim
6275,1023,P-NRV
6275,6027,Sim
6275,5985,Sim
6275,5281,Sim
6275,5525,Sim
6275,5924,P-NRV
6275,5523,P-NRV
6275,825,Sim
6275,374,Sim
6275,5502,Sim
6275,5012,Sim
6275,5236,Sim
6275,70,Sim
6275,677,Sim
6275,5905,Sim
6275,5732,Presidente (art. 51 RISF)
6275,5352,Sim
6275,5322,Sim
6275,2331,Sim
6275,4560,P-NRV
6275,5527,Sim
6275,5988,Sim
6275,5959,Sim
6275,3396,Sim
6275,5535,Sim
6275,5899,Sim
6275,5748,AP
6275,1173,P-NRV
6275,5411,Sim
6275,5783,Sim
6275,3806,Sim
6305,4981,Não
6305,5982,Sim
6305,945,Não
6305,5967,Não
6305,5529,Não
6305,6295,Não
6305,5936,Sim
6305,5990,Não
6305,470,Não
6305,5973,AP
6305,739,Não
6305,475,Não
6305,5998,Não
6305,5537,Não
6305,3830,Não
6305,4994,Não
6305,5976,Não
6305,3777,Não
6305,5718,Sim
6305,5531,Não
6305,22,Não
6305,5953,Sim
6305,5540,Não
6305,4525,Não
6305,345,Sim
6305,5894,Não
6305,NA,P-NRV
6305,5008,Sim
6305,5385,Sim
6305,4770,Sim
6305,35,Não
6305,581,Sim
6305,4545,Não
6305,4531,Não
6305,5627,Sim
6305,5895,Não
6305,5350,Não
6305,90,Sim
6305,1249,Não
6305,5533,Não
6305,5979,Sim
6305,5926,Sim
6305,1186,P-NRV
6305,5585,Não
6305,5557,Não
6305,5376,Sim
6305,742,Não
6305,285,Não
6305,5942,Não
6305,5422,Não
6305,1023,P-NRV
6305,6027,Não
6305,5985,Não
6305,5281,Não
6305,5525,Não
6305,5924,Não
6305,5523,Não
6305,825,Sim
6305,374,Sim
6305,5502,Sim
6305,5012,Sim
6305,5236,Não
6305,70,P-NRV
6305,677,P-NRV
6305,5905,Sim
6305,5732,Presidente (art. 51 RISF)
6305,5352,Sim
6305,5322,Sim
6305,2331,Não
6305,4560,P-NRV
6305,5527,Sim
6305,5988,LS
6305,5959,Não
6305,3396,Sim
6305,5535,AP
6305,5899,Não
6305,5748,Não
6305,1173,Não
6305,5411,Sim
6305,5783,Sim
6305,3806,Não
6309,4981,Sim
6309,5982,Sim
6309,945,Sim
6309,5967,Sim
6309,5529,Sim
6309,6295,Sim
6309,5936,Sim
6309,5990,Sim
6309,470,Sim
6309,5973,Sim
6309,739,Sim
6309,475,Sim
6309,5998,Sim
6309,5537,Sim
6309,3830,Sim
6309,4994,Sim
6309,5976,Sim
6309,3777,Sim
6309,5718,NCom
6309,5531,Sim
6309,22,Sim
6309,5953,Sim
6309,5540,Sim
6309,4525,Sim
6309,345,Sim
6309,5894,Sim
6309,NA,Sim
6309,5008,Sim
6309,5385,Sim
6309,4770,Sim
6309,35,Sim
6309,581,Sim
6309,4545,Sim
6309,4531,Sim
6309,5627,Sim
6309,5895,Sim
6309,5350,Sim
6309,90,Sim
6309,1249,Sim
6309,5533,Sim
6309,5979,Sim
6309,5926,Sim
6309,1186,Sim
6309,5585,AP
6309,5557,AP
6309,5376,Sim
6309,742,Sim
6309,285,Sim
6309,5942,Sim
6309,5422,Sim
6309,1023,Sim
6309,6027,Sim
6309,5985,Sim
6309,5281,Sim
6309,5525,Sim
6309,5924,Sim
6309,5523,Sim
6309,825,Sim
6309,374,Sim
6309,5502,Sim
6309,5012,Sim
6309,5236,Sim
6309,70,Sim
6309,677,Sim
6309,5905,Sim
6309,5732,Presidente (art. 51 RISF)
6309,5352,Sim
6309,5322,Sim
6309,2331,Sim
6309,4560,Sim
6309,5527,Sim
6309,5988,Sim
6309,5959,Sim
6309,3396,Sim
6309,5535,Sim
6309,5899,Sim
6309,5748,Sim
6309,1173,AP
6309,5411,Sim
6309,5783,Sim
6309,3806,Sim
